Product Id,Variant Id,Handle,Title,URL,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
,,marie-biscuit-240-gm,Marie Biscuit 240 Gm ,https://www.patanjaliayurved.net/product/natural-food-products/biscuits-and-cookies/patanjali-marie-biscuits/3911,"

Patanjali Marie Biscuit is crisp and light biscuit made with 100% whole wheat atta. It is packed with the goodness of vitamins and minerals and has 0% maida, trans fat and cholesterol.

Benefits
0% Maida, cholesterol.
Rich in dietary fiber.
No artificial color.
Easy to digest. 
Healthy biscuits.

Ingredients
Wheat flour (Atta 65.5%),
Sugar,
Refined vegetable oil (Palm oil),
Malt extract,
Raising agent [INS 500 (ii), INS 503 (ii)],
Barley flour,
Invert syrup,
Liquid glucose,
Milk solids,
Honey,
Edible common salt,
Clarified butter,
Dough conditioner (INS 223),
Antioxidant (INS 319),

How to use
Ready to serve.

Other Product Info
Best before-6 months from manufacturing date.


",Patanjali,,biscuit,TRUE,,,Size,240 gm,,,,,,106,,,continue,manual,106,106,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x500/1659434889400x500.jpg,1,,,,,,,,,,,,,,,,,,,lb,,106,TRUE,TRUE,Default,,,,,,,
,,milk-biscuit-300-gm,Milk Biscuit 300 Gm ,https://www.patanjaliayurved.net/product/natural-food-products/biscuits-and-cookies/patanjali-doodh-biscuits/1185,"Take a well-deserved break with wholesome Patanjali Doodh Biscuits. Enhanced with fibre, the 100% atta biscuits are enriched with cow’s milk. Simple and delicious, enjoy Patanjali Doodh Biscuits as an energy snack, or with tea and coffee. Cholesterol free.  Zero trans fats. Get the goodness of milk and wheat with every bite.

Benefits
Enriched with cow’s milk.
Contains fibre.
Cholesterol free.
No artificial colors or flavors.

Ingredients
Whole wheat flour (Atta),
Edible vegetable oil (Palm),
Sugar,
Milk solids (4%),
Edible common salt,
Liquid glucose,
Salt,
Leavening agent [INS 503(ii), INS- 341(i)],
Cheese,
Dough conditioner (INS-223(ii), INS-319(i)],
Antioxidants (INS 319),
Emulsifier
",Patanjali,,biscuit,TRUE,,,Size,300 gm,,,,,,107,,,continue,manual,107,107,true,TRUE,,https://www.patanjaliayurved.net/assets/product_images/400x500/1538388199doodhbiscuit400-500.png,1,,,,,,,,,,,,,,,,,,,lb,,107,TRUE,TRUE,Default,,,,,,,
,,patanjali-chyawanprash-plus-herbal-jam,Patanjali Chyawanprash Plus ( Herbal Jam ),https://www.amazon.com/dp/B01HT98O1Q," About this item

    DELICIOUS SPREADABLE JAM: Patanjali Chyavanprash jam is a herbal cooked mixture and has been eaten for health, digestion, stress and energy in India for generations. Now enjoy the same historical goodness in your home. It tastes sweet and sour at the same time.
    HERBAL MIXTURE FOR ALL AGES - Patanjali Chyavanprash jam is an everyday restorative of health promoting strong body and bright mind in children and adults.
    TASTY AND HEALTHY - it has a tangy sweet-sour taste and the consistency of jam so it is delicious on toast, bread spread, mixed into warm milk, or even eaten by the spoonful directly.
    CHYAVANPRASH is a delicious Ayurvedic herbal jam that is prepared in a base of fresh amalaki (amla) fruit, a natural source of antioxidants. This nutritious jam removes physical & mental weakness caused by any reason and strengthens immune system.
    QUALITY CONTROL - All our products are carefully packaged under the most hygienic conditions according to international quality standard.


Product Description

Patanjali Chyawanprash has come into Ayurveda through the tradition of the Indian. Patanjali Chyawanprash is the best herbal formulation & not just meant for sick people but is excellent for healthy people too. Chyawanprash is a time-tested Ayurvedic formulation of more than 41 Ayurvedic herbs that aid in boosting the immune system.

",Patanjali,,"chyawanprash, best-selling",TRUE,,,Size,500 gm,,,,,,108,,,continue,manual,108,108,true,TRUE,,https://m.media-amazon.com/images/I/71tWd6IgTsL._SL1500_.jpg,1,,,,,,,,,,,,,,,,,,,lb,,108,TRUE,TRUE,Default,,,,,,,
,,patanjali-chyawanprash-plus-herbal-jam,,,,,,,,,,Size,1 kg,,,,,,109,,,continue,manual,109,109,true,TRUE,,https://m.media-amazon.com/images/I/81RLBNmTOlL._SL1500_.jpg,2,,,,,,,,,,,,,,,,,,,lb,,109,TRUE,TRUE,Default,,,,,,,
,,patanjali-chyawanprash-plus-herbal-jam,,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/91DSAJsVX4L._SL1500_.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,patanjali-chyawanprash-plus-herbal-jam,,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31eCGh9osRL.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,patanjali-chyawanprash-plus-herbal-jam,,,,,,,,,,,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/A16exY5Wz5L._SL1500_.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,patanjali-chyawanprabha-advanced-no-added-sugar,Patanjali Chyawanprabha Advanced ( No Added Sugar ),https://www.walmart.com/ip/Patanjali-Chyawanprabha-Advanced-No-Added-Sugar-750-Gm-26-45-Oz/550429096,"Ingredients

Amla: Neem: Pippali: Brahmi: Saffron: White sandalwood: Ashwagandha: Tulsi",Patanjali,,"chyawanprash, best-selling",TRUE,,,Size,750 gm,,,,,,110,,,continue,manual,110,110,true,TRUE,,https://i5.walmartimages.com/asr/0a531a11-66e1-45e8-842b-7d59d38def69.a772775153c49722614391e21ff5501d.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,1,,,,,,,,,,,,,,,,,,,lb,,110,TRUE,TRUE,Default,,,,,,,
,,chyavanprash-jaggery-gur-750-gm,Chyavanprash Jaggery (Gur) 750 Gm,https://patanjalibareilly.com/index.php/product/chyavanprash-jaggery-gur-750-gm/,CHYAVANPRASH JAGGERY (GUR) 750 GM,Patanjali,,"chyawanprash, best-selling",TRUE,,,Size,750 gm,,,,,,111,,,continue,manual,111,111,true,TRUE,,https://patanjalibareilly.com/wp-content/uploads/2022/01/Untitled-design-10.png,1,,,,,,,,,,,,,,,,,,,lb,,111,TRUE,TRUE,Default,,,,,,,
,,patanjali-cow-ghee,Patanjali Cow Ghee ,,,Patanjali,,"ghee, best-selling",TRUE,,,Size,200 ML,,,,,,112,,,continue,manual,112,112,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,112,TRUE,TRUE,Default,,,,,,,
,,patanjali-cow-ghee-[clarified-butter]-,Patanjali Cow Ghee [Clarified Butter]-,,,Patanjali,,"ghee, best-selling",TRUE,,,Size,500 ML/ 452 gm,,,,,,113,,,continue,manual,113,113,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,113,TRUE,TRUE,Default,,,,,,,
,,patanjali-cow-ghee-[clarified-butter],Patanjali Cow Ghee [Clarified Butter],,,Patanjali,,"ghee, best-selling",TRUE,,,Size,1 ltr/905 gm,,,,,,114,,,continue,manual,114,114,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,114,TRUE,TRUE,Default,,,,,,,
,,patanjali-honey--250-g,Patanjali Honey- 250 G,,,Patanjali,,"honey, best-selling",TRUE,,,Size,250 gm,,,,,,115,,,continue,manual,115,115,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,115,TRUE,TRUE,Default,,,,,,,
,,patanjali-honey--500-g,Patanjali Honey- 500 G,,,Patanjali,,"honey, best-selling",TRUE,,,Size,500 gm,,,,,,116,,,continue,manual,116,116,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,116,TRUE,TRUE,Default,,,,,,,
,,patanjali-mustard-oil-[-for-external-use-only-],Patanjali Mustard Oil [ For External Use Only ],,,Patanjali,,"food-oil, best-selling",TRUE,,,Size,1 ltr,,,,,,117,,,continue,manual,117,117,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,117,TRUE,TRUE,Default,,,,,,,
,,patanjali-amla-murabba,Patanjali Amla Murabba,,,Patanjali,,"murabba, best-selling",TRUE,,,Size,500 gm,,,,,,118,,,continue,manual,118,118,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,118,TRUE,TRUE,Default,,,,,,,
,,coriander-powder-500-gm,Coriander Powder 500 Gm,,,Patanjali,,spices,TRUE,,,Size,500 gm,,,,,,119,,,continue,manual,119,119,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,119,TRUE,TRUE,Default,,,,,,,
,,patanjali-black-pepper-whole,Patanjali Black Pepper Whole,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,120,,,continue,manual,120,120,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,120,TRUE,TRUE,Default,,,,,,,
,,patanjali-subzi-masala,Patanjali Subzi Masala,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,121,,,continue,manual,121,121,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,121,TRUE,TRUE,Default,,,,,,,
,,patanjali-black-pepper-powder,Patanjali Black Pepper Powder,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,122,,,continue,manual,122,122,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,122,TRUE,TRUE,Default,,,,,,,
,,patanjali-chaat-masala,Patanjali Chaat  Masala,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,123,,,continue,manual,123,123,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,123,TRUE,TRUE,Default,,,,,,,
,,patanjali-turmeric-powder,Patanjali Turmeric Powder,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,124,,,continue,manual,124,124,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,124,TRUE,TRUE,Default,,,,,,,
,,patanjali-chhole-masala,Patanjali Chhole  Masala,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,125,,,continue,manual,125,125,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,125,TRUE,TRUE,Default,,,,,,,
,,patanjali-coriander-powder,Patanjali Coriander Powder ,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,126,,,continue,manual,126,126,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,126,TRUE,TRUE,Default,,,,,,,
,,patanjali-garam-masala,Patanjali Garam Masala,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,127,,,continue,manual,127,127,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,127,TRUE,TRUE,Default,,,,,,,
,,patanjali-cumin-whole,Patanjali Cumin Whole ,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,128,,,continue,manual,128,128,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,128,TRUE,TRUE,Default,,,,,,,
,,patanjali-carom-whole,Patanjali Carom Whole,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,129,,,continue,manual,129,129,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,129,TRUE,TRUE,Default,,,,,,,
,,patanjali-fenugreek-whole,Patanjali Fenugreek Whole ,,,Patanjali,,spices,TRUE,,,Size,100 gm,,,,,,130,,,continue,manual,130,130,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,130,TRUE,TRUE,Default,,,,,,,
,,patanjali-red-chilli-powder,Patanjali Red Chilli Powder,,,Patanjali,,spices,TRUE,,,Size,200 gm,,,,,,131,,,continue,manual,131,131,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,131,TRUE,TRUE,Default,,,,,,,
,,patanjali-turmeric-powder,Patanjali Turmeric Powder,,,Patanjali,,spices,TRUE,,,Size,200 gm,,,,,,132,,,continue,manual,132,132,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,132,TRUE,TRUE,Default,,,,,,,
,,patanjali-pachak-ajwain-with-aloe-vera,Patanjali Pachak Ajwain ( With Aloe Vera ),,,Patanjali,,pachak,TRUE,,,Size,100 gm,,,,,,133,,,continue,manual,133,133,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,133,TRUE,TRUE,Default,,,,,,,
,,patanjali-pachak-anardana-goli,Patanjali Pachak Anardana Goli,,,Patanjali,,pachak,TRUE,,,Size,100 gm,,,,,,134,,,continue,manual,134,134,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,134,TRUE,TRUE,Default,,,,,,,
,,patanjali-pachak-hing-goli,Patanjali Pachak Hing Goli,,,Patanjali,,pachak,TRUE,,,Size,100 gm,,,,,,135,,,continue,manual,135,135,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,135,TRUE,TRUE,Default,,,,,,,
,,patanjali-pachak-hing-peda,Patanjali Pachak Hing Peda,,,Patanjali,,pachak,TRUE,,,Size,100 gm,,,,,,136,,,continue,manual,136,136,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,136,TRUE,TRUE,Default,,,,,,,
,,patanjali-shodhit-harad-chebulic-myrobalan,Patanjali Shodhit Harad (Chebulic Myrobalan),,,Patanjali,,pachak,TRUE,,,Size,100 gm,,,,,,137,,,continue,manual,137,137,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,137,TRUE,TRUE,Default,,,,,,,
,,patanjali-gulkand-rose-petal-preserve,Patanjali Gulkand ( Rose Petal Preserve ),,,Patanjali,,"gulkand, best-selling",TRUE,,,Size,500 gm,,,,,,138,,,continue,manual,138,138,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,138,TRUE,TRUE,Default,,,,,,,
,,patanjali-bel-indian-bael-sharbat,Patanjali Bel (Indian Bael) Sharbat,,,Patanjali,,"sharbat, best-selling",TRUE,,,Size,750 ml,,,,,,139,,,continue,manual,139,139,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,139,TRUE,TRUE,Default,,,,,,,
,,patanjali-brahmi-sharbat,Patanjali Brahmi Sharbat,,,Patanjali,,"sharbat, best-selling",TRUE,,,Size,750 ml,,,,,,140,,,continue,manual,140,140,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,140,TRUE,TRUE,Default,,,,,,,
,,patanjali-gulab-sharbat-rose-petal-beverage,Patanjali Gulab Sharbat ( Rose Petal Beverage ),,,Patanjali,,"sharbat, best-selling",TRUE,,,Size,750 ml,,,,,,141,,,continue,manual,141,141,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,141,TRUE,TRUE,Default,,,,,,,
,,patanjali-khus-sharbat-khus-grass-beverage,Patanjali Khus Sharbat ( Khus Grass Beverage ),,,Patanjali,,"sharbat, best-selling",TRUE,,,Size,750 ml,,,,,,142,,,continue,manual,142,142,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,142,TRUE,TRUE,Default,,,,,,,
,,patanjali-mango-panna-sharbat,Patanjali Mango Panna Sharbat,,,Patanjali,,"sharbat, best-selling",TRUE,,,Size,750 ml,,,,,,143,,,continue,manual,143,143,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,143,TRUE,TRUE,Default,,,,,,,
,,patanjali-amla-indian-gooseberry-juice,Patanjali Amla (Indian Gooseberry) Juice,,,Patanjali,,"juice, best-selling",TRUE,,,Size,500 ml,,,,,,144,,,continue,manual,144,144,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,144,TRUE,TRUE,Default,,,,,,,
,,patanjali-arjun-amla-juice,Patanjali Arjun Amla Juice,,,Patanjali,,"juice, best-selling",TRUE,,,Size,500 ml,,,,,,145,,,continue,manual,145,145,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,145,TRUE,TRUE,Default,,,,,,,
,,patanjali-giloy-amla-juice,Patanjali Giloy Amla Juice,,,Patanjali,,"juice, best-selling",TRUE,,,Size,500 ml,,,,,,146,,,continue,manual,146,146,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,146,TRUE,TRUE,Default,,,,,,,
,,patanjali-giloy-juice,Patanjali Giloy Juice ,,,Patanjali,,"juice, best-selling",TRUE,,,Size,500 ml,,,,,,147,,,continue,manual,147,147,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,147,TRUE,TRUE,Default,,,,,,,
,,patanjali-karela-amla-juice,Patanjali Karela Amla Juice,,,Patanjali,,"juice, best-selling",TRUE,,,Size,500 ml,,,,,,148,,,continue,manual,148,148,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,148,TRUE,TRUE,Default,,,,,,,
,,patanjali-tulsi-panchang-juice,Patanjali Tulsi Panchang Juice,,,Patanjali,,"juice, best-selling",TRUE,,,Size,500 ml,,,,,,149,,,continue,manual,149,149,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,149,TRUE,TRUE,Default,,,,,,,
,,patanjali-amla-aloevera-juice-with-wheatgrass,Patanjali Amla-Aloevera Juice With Wheatgrass,,,Patanjali,,"juice, best-selling",TRUE,,,Size,500 ml,,,,,,150,,,continue,manual,150,150,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,150,TRUE,TRUE,Default,,,,,,,
,,patanjali-dalia-porridge,Patanjali Dalia (Porridge) ,,,Patanjali,,"dalia, best-selling",TRUE,,,Size,500 gm,,,,,,151,,,continue,manual,151,151,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,151,TRUE,TRUE,Default,,,,,,,
,,dalia-jar,Dalia ( Jar ),,,Patanjali,,"dalia, best-selling",TRUE,,,Size,1 kg,,,,,,152,,,continue,manual,152,152,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,152,TRUE,TRUE,Default,,,,,,,
,,patanjali-multigrain-dalia-porridge,Patanjali Multigrain Dalia (Porridge),,,Patanjali,,"dalia, best-selling",TRUE,,,Size,500 gm,,,,,,153,,,continue,manual,153,153,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,153,TRUE,TRUE,Default,,,,,,,
,,patanjali-badam-pak-almond-mix,Patanjali Badam Pak (Almond Mix),,,Patanjali,,badam-pak,TRUE,,,Size,500 gm,,,,,,154,,,continue,manual,154,154,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,154,TRUE,TRUE,Default,,,,,,,
,,ruchi-soya-chunks-1-kg,Ruchi Soya Chunks-1 Kg,,,Patanjali,,"Soya-chunks, best-selling",TRUE,,,Size,1 kg,,,,,,155,,,continue,manual,155,155,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,155,TRUE,TRUE,Default,,,,,,,
,,ruchi-soya-chunks-mini--1-kg,Ruchi Soya Chunks ( Mini )-1 Kg,,,Patanjali,,"Soya-chunks, best-selling",TRUE,,,Size,1 kg,,,,,,156,,,continue,manual,156,156,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,156,TRUE,TRUE,Default,,,,,,,
,,basmati-rice-1-kg-diamond,Basmati Rice 1 Kg (Diamond),,,Patanjali,,"rice, best-selling",TRUE,,,Size,1 kg,,,,,,157,,,continue,manual,157,157,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,157,TRUE,TRUE,Default,,,,,,,
,,basmati-rice-5-kg-diamond,Basmati Rice 5 Kg (Diamond),,,Patanjali,,"rice, best-selling",TRUE,,,Size,5 kg,,,,,,158,,,continue,manual,158,158,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,158,TRUE,TRUE,Default,,,,,,,
,,chef-specialty-golden-sella-basmati-rice-5-kg,Chef Specialty Golden Sella Basmati Rice 5 Kg,,,Patanjali,,"rice, best-selling",TRUE,,,Size,5 kg,,,,,,159,,,continue,manual,159,159,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,159,TRUE,TRUE,Default,,,,,,,
,,chef-sp.-cream-sella-5-kg,Chef  Sp. Cream Sella 5 Kg ,,,Patanjali,,rice,TRUE,,,Size,5 kg,,,,,,160,,,continue,manual,160,160,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,160,TRUE,TRUE,Default,,,,,,,
,,vermicelli-plain,Vermicelli Plain,,,Patanjali,,vermicelli,TRUE,,,Size,900 gm,,,,,,161,,,continue,manual,161,161,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,161,TRUE,TRUE,Default,,,,,,,
,,vermicelli-roasted,Vermicelli Roasted,,,Patanjali,,vermicelli,TRUE,,,Size,900 gm,,,,,,162,,,continue,manual,162,162,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,162,TRUE,TRUE,Default,,,,,,,
,,rava-idli-instant-mix-400-gm--t,Rava Idli Instant Mix 400 Gm -T,,,Patanjali,,idli,TRUE,,,Size,400 gm,,,,,,163,,,continue,manual,163,163,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,163,TRUE,TRUE,Default,,,,,,,
,,rice-idli-instant-mix-400-gm--t,Rice Idli Instant Mix 400 Gm -T,,,Patanjali,,idli,TRUE,,,Size,400 gm,,,,,,164,,,continue,manual,164,164,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,164,TRUE,TRUE,Default,,,,,,,
,,dosa-instant-mix-400-gm--t,Dosa Instant Mix 400 Gm -T,,,Patanjali,,idli,TRUE,,,Size,400 gm,,,,,,165,,,continue,manual,165,165,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,165,TRUE,TRUE,Default,,,,,,,
,,patanali-pink-salt-sendha-namak-500-g,Patanali Pink Salt ( Sendha Namak) 500 g,,,Patanjali,,namak,TRUE,,,Size,500 gm,,,,,,166,,,continue,manual,166,166,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,166,TRUE,TRUE,Default,,,,,,,
,,patanali-blak-salt-kala-namak-500-g,Patanali Blak Salt ( Kala Namak) 500 g,,,Patanjali,,namak,TRUE,,,Size,500 gm,,,,,,167,,,continue,manual,167,167,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,167,TRUE,TRUE,Default,,,,,,,
,,divya-badam-rogan-almond-oil,Divya Badam Rogan ( Almond Oil ),,,Patanjali,,medicine-divya-rogan,TRUE,,,Size,60 ml,,,,,,168,,,continue,manual,168,168,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,168,TRUE,TRUE,Default,,,,,,,
